epoch,train_mse,train_nrmse,train_rel_l2,val_mse,val_nrmse,val_rel_l2,lambda_prior,gate_temperature,entropy_reg,alpha_entropy,gamma,alpha_self_mean,alpha_lf1_mean,alpha_lf2_mean,alpha_lf3_mean,alpha_lf4_mean
1,2.803838058521873,1.5328482012999685,1.759384496170178,0.8322561085224152,0.8708554123129163,1.0484909585544042,0.991,2.99,0.0029850000000000002,1.6074826591893245,1.0018805265426636,0.21552696092086926,0.19554031052087484,0.1950725986246477,0.19644027791525187,0.19741975163158618
2,0.9484105047426725,0.9113115427786844,0.9588890556703534,0.6715543908732278,0.7684448787144252,0.90577951499394,0.982,2.98,0.00297,1.5503035553714686,1.0045368671417236,0.3461926307594567,0.16476833062213764,0.15934531782802783,0.1632670629442784,0.16642666202888154
3,0.798441911998548,0.8227040934980961,0.8502395215787386,0.33293356001377106,0.5442636438778469,0.6485410588128226,0.973,2.97,0.002955,1.5503909462376644,1.007890224456787,0.3471688147176776,0.1669543939724303,0.15838269235795005,0.1620200569169563,0.16547403732935587
4,0.2798548461052409,0.5020122402592709,0.5550172407376138,0.15442028854574477,0.37418812087603975,0.45307032976831707,0.964,2.96,0.00294,1.5076530732606586,1.0110957622528076,0.39522575809244526,0.1559015104645177,0.14595604047440647,0.1495373570605328,0.15337933992084704
5,0.2267440409775366,0.43824252172520284,0.46321547711104677,0.24338099999087198,0.47540669781821115,0.6062670818396977,0.955,2.95,0.002925,1.0907596412457918,1.014173150062561,0.6646846365510372,0.08816007786152656,0.08035117492341158,0.08173908319389611,0.08506502629372112
6,0.14690954368888287,0.35955067946199787,0.39856110408640744,0.16540535432951792,0.392854562827519,0.4936818650790623,0.946,2.94,0.0029100000000000003,1.311788188783746,1.0164175033569336,0.5441504068541945,0.11954271531941597,0.10985135613826283,0.11110569458258779,0.11534983520967919
7,0.14141447293130974,0.3564668182741132,0.405823546543456,0.09312140462653977,0.29426784813404083,0.36767058287348064,0.9369999999999999,2.93,0.002895,1.3815564440007795,1.0196616649627686,0.5011289287031743,0.13069214789490952,0.12045285105705261,0.12166860856507954,0.12605746534832737
8,0.09296316954127529,0.28858305487716407,0.3238415924603479,0.05015375119234834,0.21339045890739985,0.26225656483854565,0.9279999999999999,2.92,0.00288,1.3432117365954215,1.0214158296585083,0.5289815915258307,0.12380581466775191,0.11344636754508604,0.11470426749764827,0.1190619547116129
9,0.051690964060917236,0.2167345274958694,0.2421497943108542,0.07700451809380736,0.26101832517555784,0.3195793160370418,0.919,2.91,0.002865,1.388718372897098,1.0256158113479614,0.49691899303804365,0.13184882726585656,0.12156469884671663,0.12259891524649504,0.1270685557994926
10,0.05875449575353087,0.22775183591926307,0.2528769572575887,0.10681297363979476,0.3192161023616791,0.4216415286064148,0.91,2.9,0.00285,1.3333142284761395,1.0298349857330322,0.5352436053125482,0.1219685498559684,0.11230973912435666,0.11311934470084675,0.11735875930702477
