epoch,train_mse,train_nrmse,train_rel_l2,val_mse,val_nrmse,val_rel_l2,lambda_prior,gate_temperature,entropy_reg,alpha_entropy,gamma,alpha_self_mean,alpha_lf1_mean
1,1.6848596724479095,1.0496273543523706,1.0970431032388106,0.24175014232213682,0.4876652956008911,0.5005874553552041,0.991,2.99,0.0029850000000000002,0.6925603026929109,1.000989317893982,0.4888102106426073,0.5111897976502128
2,0.1542525106150171,0.38598722063976787,0.40692746872487273,0.13752316568906492,0.36482872928564364,0.3749498369602057,0.982,2.98,0.00297,0.6930360089177671,1.007181167602539,0.4987355325532996,0.5012644814408344
3,0.0958738347110541,0.30306910639223844,0.3203557473161946,0.0849683115688654,0.28229879358640086,0.293834446141353,0.973,2.97,0.002955,0.6928935206454733,1.0218372344970703,0.48917211035023567,0.5108278855033542
4,0.06751053054695544,0.2533458208260329,0.2676169532796611,0.045494550409225315,0.21120509906457022,0.22168953716754913,0.964,2.96,0.00294,0.6928309979646102,1.0283170938491821,0.488492607033771,0.5115073955577353
5,0.0423769815136557,0.20124192004618438,0.21207008076750714,0.029120551278957955,0.1681543359389672,0.17349680685080016,0.955,2.95,0.002925,0.6923525395600693,1.0347766876220703,0.4838988731736722,0.5161011234573696
6,0.03269460564074309,0.17719756053841632,0.18567099765591,0.02195695021118109,0.14641209634450766,0.15328225264182457,0.946,2.94,0.0029100000000000003,0.6913409948348999,1.0392227172851562,0.4804272076357966,0.5195727887360946
7,0.019534328531311904,0.13762675089680632,0.1451711619677751,0.03005409763696102,0.16892739098805648,0.17537254524918702,0.9369999999999999,2.93,0.002895,0.690032526721125,1.0424002408981323,0.47964322256005326,0.5203567732935367
8,0.018635051940446314,0.13437904015831326,0.1427158966012623,0.015879376916787945,0.12453659595205234,0.12851299832646662,0.9279999999999999,2.92,0.00288,0.689549992395484,1.0444878339767456,0.48304938077926635,0.5169506218122399
9,0.012542047521666341,0.11022195660549661,0.11696468954500945,0.015782218157815244,0.12473750257721314,0.12976167093102747,0.919,2.91,0.002865,0.6879394945891008,1.0465985536575317,0.477091341951619,0.5229086513104646
10,0.016387426626423132,0.12485599841760553,0.13098664737266044,0.016275499821998753,0.12319972795935777,0.1231766348847976,0.91,2.9,0.00285,0.6872630233350008,1.0478875637054443,0.47867629372555276,0.5213237104208573
11,0.01296048713443072,0.1116729300307191,0.11809037496214328,0.013724332621607643,0.11408049355332668,0.1184477860537859,0.901,2.89,0.002835,0.6865583585656208,1.0503493547439575,0.4758420576219973,0.5241579522257266
12,0.01107925260844438,0.10279861520165982,0.10801938202070153,0.009997400383536633,0.09835261249771485,0.10224431839126807,0.892,2.88,0.00282,0.6857932178870492,1.0513197183609009,0.4769422163134036,0.5230577878330065
13,0.01059777482777186,0.10054901494928029,0.10620758935161259,0.010441833856300665,0.10028592325173892,0.10502469081145066,0.883,2.87,0.002805,0.6851359004559724,1.0531786680221558,0.47571617235308106,0.5242838361988897
14,0.009991939017630142,0.09797835861859114,0.10365618415500806,0.007872535685936991,0.08703905372665478,0.09068189188838005,0.874,2.86,0.00279,0.6842185492100923,1.0550965070724487,0.4753666851831519,0.5246333132619443
15,0.0092618428737573,0.09308699531399685,0.09758497735728389,0.006513810232998087,0.07945504469367173,0.08391850140805428,0.865,2.85,0.002775,0.6833453582680744,1.0576272010803223,0.4720272738000621,0.5279727313829505
16,0.008160011798305356,0.08829751481180606,0.09305768220320992,0.009861810311961632,0.09711065945717004,0.0981598633986253,0.856,2.84,0.00276,0.6830411470454673,1.0591367483139038,0.4733638778976772,0.5266361231389253
17,0.007967204997396988,0.08705741840860118,0.09166949184044548,0.011196507302184518,0.1034274513904865,0.10510060420403114,0.847,2.83,0.002745,0.6827460517054019,1.0610084533691406,0.469924681601317,0.5300753220267918
18,0.009118584470580454,0.0932178874378619,0.09713181684846463,0.009149139155991949,0.0939691998064518,0.09736597910523415,0.838,2.82,0.0027300000000000002,0.6829326712566873,1.0631818771362305,0.47475605010986327,0.5252439452254254
19,0.006913853712055994,0.08071202441402103,0.08448097109794617,0.007030042721173511,0.08256916214640324,0.08567649813798758,0.829,2.81,0.002715,0.6822009962538015,1.0654659271240234,0.47216192483901975,0.5278380850087041
20,0.00745532529671555,0.08381843521543171,0.08829771124798319,0.006518625313989245,0.07917272442808518,0.08196743692343052,0.82,2.8,0.0027,0.6816773362781691,1.0673319101333618,0.47316635795261547,0.5268336503402047
21,0.007245151160041923,0.08279134112855663,0.08680808647819187,0.01084620115132286,0.10270725018703021,0.10548609695755519,0.8109999999999999,2.79,0.002685,0.68143295723459,1.0690010786056519,0.4727309833402219,0.5272690166597781
22,0.006779614090919495,0.08014885757280432,0.0840722746823145,0.007602735798662672,0.08563847266710721,0.08831196335645822,0.802,2.78,0.00267,0.6811435974162557,1.0711346864700317,0.4752834467784218,0.52471655399903
23,0.006498981530413679,0.07836239013982856,0.0824697765643182,0.006959981768606947,0.08196275881849803,0.08584580985972515,0.7929999999999999,2.77,0.0026550000000000002,0.6817524645639502,1.0731254816055298,0.4756632960360983,0.5243366977442866
