epoch,train_mse,train_nrmse,train_rel_l2,val_mse,val_nrmse,val_rel_l2,lambda_prior,gate_temperature,entropy_reg,alpha_entropy,gamma,alpha_self_mean,alpha_lf1_mean
1,0.4759099958292598,0.40772785472882817,0.43056836651474334,0.022042016643415957,0.1461018961899489,0.1540468413274265,0.991,2.99,0.0029850000000000002,0.6930868547980095,1.0341051816940308,0.4963780160382568,0.5036219873594021
2,0.007875981416055744,0.08181793766903178,0.0871150022803378,0.004897725427053073,0.06880059350028779,0.07495798590113815,0.982,2.98,0.00297,0.6930442112017662,1.0566644668579102,0.49299376607588397,0.507006236189222
3,0.005168123003884131,0.06655261956001597,0.07025737727989204,0.003983045930440709,0.0601595193509338,0.06334018381764588,0.973,2.97,0.002955,0.6930871184563404,1.0707029104232788,0.494668633198764,0.5053313665100081
4,0.006263864021869649,0.07182419630946606,0.07617073379918107,0.0011788675113969926,0.033649354829516226,0.036305779482699134,0.964,2.96,0.00294,0.6931008601421642,1.0809121131896973,0.49537811327187686,0.5046218914524869
5,0.0034622616153796902,0.05295083754727299,0.055637779351360245,0.004920497148419794,0.06163640477631277,0.05981863355173648,0.955,2.95,0.002925,0.6931061221774056,1.0927587747573853,0.4957581308066651,0.5042418772182816
6,0.0026452521171398567,0.047245667687132877,0.049832000750057344,0.0019428368558365742,0.042180686718919905,0.046027288636536275,0.946,2.94,0.0029100000000000003,0.6931135515954414,1.099901795387268,0.4964253861663396,0.5035746249650381
7,0.0024599244705088897,0.04584492970334849,0.04814533446789047,0.0018699550453021906,0.041953341221635784,0.045520124685706445,0.9369999999999999,2.93,0.002895,0.6931123606027402,1.1082268953323364,0.4963106441510746,0.5036893742610008
8,0.0023474716549803957,0.0435106926370133,0.045235478645847885,0.002112205966502356,0.04384543410348661,0.04491223340618958,0.9279999999999999,2.92,0.00288,0.6931168334103562,1.115163803100586,0.4965526063266199,0.5034474090437417
9,0.0016074707532143797,0.036869849669913905,0.03862110378542242,0.0010705716126413057,0.0315793395150923,0.032592449861678106,0.919,2.91,0.002865,0.6931161474068441,1.1221368312835693,0.49664002605162794,0.5033599848855979
10,0.001482147780316806,0.03577590742260703,0.03760406656047161,0.0021659799397118315,0.046131318489324696,0.04927761661051547,0.91,2.9,0.00285,0.6931131396050303,1.1278671026229858,0.49647356251034236,0.503526452051053
11,0.001278298149144744,0.032816731076723976,0.034706417040395815,0.0005749505232495156,0.022772909368126138,0.02348790303306672,0.901,2.89,0.002835,0.6931139762704458,1.1342833042144775,0.4964626302030524,0.5035373812519119
12,0.0012800706466169467,0.03299251409706606,0.03501587620977794,0.0025296870808939912,0.049824181437781716,0.052595898038843306,0.892,2.88,0.00282,0.693109727837752,1.1400980949401855,0.4962622718754084,0.5037377384793617
13,0.0013503295011541843,0.03375942950075276,0.035502551708989305,0.001369767330103165,0.035096388454865485,0.03677691624147221,0.883,2.87,0.002805,0.6931137284678563,1.1453489065170288,0.4965405192359651,0.5034594947429744
14,0.0010685554183397672,0.03008744464408562,0.031732201341632654,0.0009120868949007098,0.029610598984273893,0.03134721716486134,0.874,2.86,0.00279,0.6931142558492356,1.14971923828125,0.49648197618162465,0.5035180386709985
15,0.0010792121499595833,0.029797509361167682,0.031201424730393577,0.0007157961968490763,0.026386776432684323,0.029086993699802936,0.865,2.85,0.002775,0.6931117438467524,1.1535882949829102,0.4962881257298456,0.5037118839777512
