epoch,train_loss,val_loss
1,0.7815126401738715,0.5734454067727378
2,0.4230248022796516,0.38946742506553056
3,0.34147219766949055,0.31610748507922753
4,0.2571698624388616,0.2095714831411988
5,0.18669544589848147,0.17114094583163583
6,0.15925477131416924,0.15562689950442254
7,0.14047856188208835,0.13214069573129328
8,0.12805889612227156,0.120790426126847
9,0.12143720682701073,0.1104020101758173
10,0.11307781611692935,0.10411830539616726
11,0.10897833571995709,0.10450235806536257
12,0.11618111544010933,0.09158785308811598
13,0.09805412196500558,0.09822525619937662
14,0.09979685491189025,0.09070440490069545
15,0.0952338167001729,0.10592304065562132
16,0.09164096745557355,0.10152505218683926
17,0.09034614776608937,0.08000072018992632
18,0.0878796617040658,0.07438298488469948
19,0.08537551708388746,0.09698857652737682
20,0.08713298892242867,0.08882621552487065
21,0.08357508226594232,0.08323520608713154
22,0.08595010481382671,0.08300795549886268
23,0.08081354761034026,0.07444701207460915
24,0.08228953313409236,0.08127048073854662
25,0.08312485873101648,0.07878953655411426
26,0.08155811159757145,0.06615585450988665
27,0.07746040628742155,0.07386768314249832
28,0.07586472408663958,0.09166425410518073
29,0.07492285198473692,0.06923949813708327
30,0.07482759352017165,0.07052050422606312
31,0.07140857145601048,0.06897569227412828
32,0.0742556103190085,0.06833636125825103
33,0.07341380805748149,0.0680757105574572
34,0.07652747910236356,0.07245750301389169
35,0.06939775959814999,0.07365012258515322
36,0.0713356420733875,0.06602794666748896
37,0.07377178526313084,0.06953927226607363
38,0.07143044466138783,0.08221027555695751
39,0.07289177967342816,0.06993529615097475
40,0.06805083333026796,0.07792146263041891
41,0.0668966876235522,0.06182174804739486
42,0.070047857842051,0.059682099890888185
43,0.06709408687245577,0.07124712960537813
44,0.06933501194742389,0.06574232038810737
45,0.06945793043103135,0.07519433376633733
46,0.074381476543601,0.061805765244895054
47,0.0665778751604091,0.0714777447563365
48,0.06235719401211966,0.06596087363728306
49,0.06732816325692006,0.06589112539115108
50,0.06374195954741392,0.0671639853812997
51,0.06544251744647074,0.0657456171019633
52,0.06422804233461693,0.06372603933726038
53,0.061844850187761743,0.07052584582552276
54,0.06270182846034679,0.06497523198861227
55,0.06244696337813722,0.06713774869391195
