epoch,train_loss,val_loss
1,2.144604206085205,2.0571606834430742
2,2.056989908218384,2.0618517530293095
3,2.103431463241577,2.0563304370507263
4,2.0676000118255615,2.0557883998803925
5,2.0950536727905273,2.052556630065268
6,2.073333263397217,2.058746799789276
7,2.1029739379882812,1.919115898603186
8,1.92558753490448,1.8042515441588591
9,1.7251739501953125,1.687898235811028
10,1.5917670726776123,1.581960820315177
11,1.4245524406433105,1.4821394953811378
12,1.3567631244659424,1.3920909438216895
13,1.2019362449645996,1.3095012607431054
14,1.1415305137634277,1.2317684360016556
15,1.0414574146270752,1.1531350263079305
16,0.9341022372245789,1.083908616450795
17,0.8295583724975586,1.019898429550324
18,0.811423659324646,0.957855514864575
19,0.7451467514038086,0.9092581054023036
20,0.7579590678215027,0.8658435930285537
21,0.7641068696975708,0.8321677090828878
22,0.6953667402267456,0.8043266926194194
23,0.6992039680480957,0.7847534367315153
24,0.7070042490959167,0.7748366066985262
25,0.7287497520446777,0.7651915306734262
26,0.6787547469139099,0.756784138524144
27,0.6963940858840942,0.7533127853744909
28,0.6237158179283142,0.7453391218842719
29,0.6190097332000732,0.7463472841078775
30,0.5909770727157593,0.7382217708386873
31,0.5679678320884705,0.7360209060790843
32,0.5792884230613708,0.7283546961937333
33,0.5332345962524414,0.7241160599211404
34,0.5349025726318359,0.7198923761982069
35,0.5104805827140808,0.7098618116892669
36,0.5167255401611328,0.7073293924331665
37,0.5161428451538086,0.701645116758227
38,0.4977315366268158,0.691589493649944
39,0.4811595380306244,0.6847551787706246
40,0.4626098573207855,0.681256381790142
41,0.4504969120025635,0.6771187818140015
42,0.43410366773605347,0.6695670427236342
43,0.4473045766353607,0.6721219781944925
44,0.44628214836120605,0.6714563368257126
45,0.4124046266078949,0.6746107321932799
46,0.41466495394706726,0.6695208394139034
47,0.40372177958488464,0.6727160614235956
48,0.40884679555892944,0.664064573912991
49,0.4477342963218689,0.6640626292180896
50,0.402439683675766,0.6599711442651007
51,0.4258486032485962,0.6572262998810388
52,0.377145379781723,0.655495061760857
53,0.3944910168647766,0.6561505863242281
54,0.38552409410476685,0.6509249600252711
55,0.36986106634140015,0.6530816711877522
56,0.367868036031723,0.6533327855561909
57,0.3696867823600769,0.6548780676416287
58,0.34909170866012573,0.6592978705140881
59,0.37305259704589844,0.654788479320985
60,0.3619019389152527,0.6568414642099749
61,0.3799300193786621,0.6563996249870548
62,0.34923991560935974,0.6554038390181118
63,0.34308692812919617,0.6551776260959176
64,0.3407893180847168,0.6522805354648963
65,0.3563614785671234,0.6514015533870324
66,0.3476634919643402,0.6548295888984412
67,0.3353580832481384,0.6564918780386597
68,0.325076699256897,0.648792666898933
69,0.33706575632095337,0.6492262998021635
70,0.33080753684043884,0.6511913073391544
71,0.34202152490615845,0.6469897612891998
72,0.3298075795173645,0.6457077369355319
73,0.328594446182251,0.6523566033905909
74,0.32661521434783936,0.6435253101781496
75,0.3244151473045349,0.6476341378419919
76,0.30882519483566284,0.6517430921843775
77,0.3261983096599579,0.6490166275423571
78,0.331662118434906,0.6416685696233783
79,0.3073970675468445,0.6503050152520488
80,0.31155452132225037,0.6518149734439707
81,0.3242958188056946,0.6505498076441294
82,0.3176555931568146,0.6448758057783122
83,0.3086200952529907,0.6435550514020418
84,0.3075099587440491,0.6501237082302123
85,0.3214126527309418,0.6497334158211424
86,0.31766176223754883,0.6473131046856854
