dataset,pde_class,method,relative_l2,error_percent,ratio_to_calibrated_single
sharp__fisher_kpp_2d,reaction_diffusion,st_hf_pod_gp,0.06862722925088989,6.862722925088989,2.9028140318078166
sharp__fisher_kpp_2d,reaction_diffusion,uqcorr_transolver_pred,0.028585611614505124,2.8585611614505124,1.2091223178927624
sharp__fisher_kpp_2d,reaction_diffusion,uqcorr_convnext_pred,0.028360937399024816,2.8360937399024815,1.1996189841227602
sharp__fisher_kpp_2d,reaction_diffusion,single_l2,0.023641621026666382,2.364162102666638,1.0
sharp__fisher_kpp_2d,reaction_diffusion,inverse_mse,0.025308649246951826,2.5308649246951824,1.0705124330689986
sharp__fisher_kpp_2d,reaction_diffusion,full,0.022988763039458075,2.2988763039458076,0.9723852274566147
sharp__phase_field_crystal_2d,reaction_diffusion,mf_fno_transfer_film,0.8957204513915942,89.57204513915941,1.0722104129289396
sharp__phase_field_crystal_2d,reaction_diffusion,mf_fno_allpairs,0.8950925641397319,89.50925641397319,1.07145880873307
sharp__phase_field_crystal_2d,reaction_diffusion,convnext_unet_film,1.1085883644494983,110.85883644494983,1.3270211550578526
sharp__phase_field_crystal_2d,reaction_diffusion,fno_fire_distcond,0.8333641917288115,83.33641917288115,0.9975676705221274
sharp__phase_field_crystal_2d,reaction_diffusion,wno_transfer_film,2.020549672447675,202.05496724476748,2.418672472279431
sharp__phase_field_crystal_2d,reaction_diffusion,mf_deeponet,1.2012746087419144,120.12746087419144,1.437970007583446
sharp__phase_field_crystal_2d,reaction_diffusion,st_hf_pod_gp,0.8353961504111579,83.5396150411158,1.0
sharp__phase_field_crystal_2d,reaction_diffusion,uqcorr_transolver_pred,0.8525013692390581,85.2501369239058,1.0204755777477326
sharp__phase_field_crystal_2d,reaction_diffusion,uqcorr_convnext_pred,0.857400633995787,85.7400633995787,1.026340178337905
sharp__phase_field_crystal_2d,reaction_diffusion,single_l2,0.8353961504111579,83.5396150411158,1.0
sharp__phase_field_crystal_2d,reaction_diffusion,inverse_mse,0.8375286589833296,83.75286589833296,1.0025526914040988
sharp__phase_field_crystal_2d,reaction_diffusion,full,0.8330263544351505,83.30263544351504,0.997163266822763
sharp__shallow_water_2d,waves,mf_fno_transfer_film,0.004283172404075084,0.4283172404075084,1.1680556736674972
sharp__shallow_water_2d,waves,mf_fno_allpairs,0.0036669248740744073,0.3666924874074407,1.0
sharp__shallow_water_2d,waves,convnext_unet_film,0.0036239440050415167,0.36239440050415167,0.9882787702205817
sharp__shallow_water_2d,waves,fno_fire_distcond,0.008764544455154892,0.8764544455154892,2.3901619902609017
sharp__shallow_water_2d,waves,wno_transfer_film,0.004459470582307597,0.4459470582307597,1.2161336093456896
sharp__shallow_water_2d,waves,mf_deeponet,0.01381006778391579,1.3810067783915791,3.7661169121719955
sharp__shallow_water_2d,waves,st_hf_pod_gp,0.01092756553403705,1.092756553403705,2.9800352909589805
sharp__shallow_water_2d,waves,uqcorr_transolver_pred,0.012910352275055983,1.2910352275055983,3.5207572334883928
sharp__shallow_water_2d,waves,uqcorr_convnext_pred,0.0050160808482300765,0.5016080848230077,1.3679257199116244
sharp__shallow_water_2d,waves,single_l2,0.0036669248740744073,0.3666924874074407,1.0
sharp__shallow_water_2d,waves,inverse_mse,0.0035746477753025637,0.35746477753025635,0.9748352906206905
sharp__shallow_water_2d,waves,full,0.0038854817767385516,0.3885481776738552,1.059602230798173
ext__wave_2d,waves,mf_fno_transfer_film,0.0635610911853267,6.35610911853267,1.3130463434258859
ext__wave_2d,waves,mf_fno_allpairs,0.06309276956976854,6.309276956976855,1.3033717457531844
ext__wave_2d,waves,convnext_unet_film,0.0475262135995991,4.752621359959909,0.981797508823093
ext__wave_2d,waves,fno_fire_distcond,0.11136672098210054,11.136672098210054,2.3006160378605274
ext__wave_2d,waves,wno_transfer_film,0.05040843082835261,5.040843082835261,1.041338412268872
ext__wave_2d,waves,mf_deeponet,0.6422724526483071,64.22724526483071,13.26807768252603
ext__wave_2d,waves,st_hf_pod_gp,0.2494384582970078,24.94384582970078,5.152904858440923
ext__wave_2d,waves,uqcorr_transolver_pred,0.08345581663983152,8.345581663983152,1.724031995565382
ext__wave_2d,waves,uqcorr_convnext_pred,0.11291680717894935,11.291680717894934,2.332637750748256
ext__wave_2d,waves,single_l2,0.048407347923066175,4.840734792306618,1.0
ext__wave_2d,waves,inverse_mse,0.04393511711604717,4.393511711604717,0.9076125629909176
ext__wave_2d,waves,full,0.042745841023144326,4.274584102314432,0.883044472733361
