dataset,pde_class,calibration_budget,method,mean_relative_l2,error_percent,ratio_to_selected_single
sharp__porous_medium_2d,porous,20,allpairs,0.00032497316732467565,0.032497316732467564,1.0
sharp__allen_cahn_2d,reaction_diffusion,20,single_l2,0.3875444620938396,38.75444620938396,1.0
sharp__allen_cahn_2d,reaction_diffusion,20,uniform,0.407606959086032,40.7606959086032,1.0517682458518385
sharp__allen_cahn_2d,reaction_diffusion,20,inverse_mse,0.3766969861573563,37.66969861573563,0.9720097253412521
sharp__allen_cahn_2d,reaction_diffusion,20,full,0.3402352466438716,34.02352466438716,0.8779257089770707
sharp__allen_cahn_2d,reaction_diffusion,20,allpairs,0.5266697905952337,52.666979059523364,1.3589919147592062
ext__cahn_hilliard_2d,reaction_diffusion,20,single_l2,0.12113721505775392,12.113721505775391,1.0
ext__cahn_hilliard_2d,reaction_diffusion,20,uniform,0.19160403636933473,19.160403636933474,1.5817107589767911
ext__cahn_hilliard_2d,reaction_diffusion,20,inverse_mse,0.10979569370775433,10.979569370775433,0.9063745906277244
ext__cahn_hilliard_2d,reaction_diffusion,20,full,0.10523712161471126,10.523712161471126,0.8687431155201805
ext__cahn_hilliard_2d,reaction_diffusion,20,allpairs,0.12524923572526062,12.524923572526061,1.0339451477858908
sharp__cahn_hilliard,reaction_diffusion,20,single_l2,0.5015227948820755,50.152279488207554,1.0
sharp__cahn_hilliard,reaction_diffusion,20,uniform,0.49325941623777664,49.325941623777666,0.9835234236038227
sharp__cahn_hilliard,reaction_diffusion,20,inverse_mse,0.471191551044422,47.1191551044422,0.9395217044027173
sharp__cahn_hilliard,reaction_diffusion,20,full,0.4964853546932175,49.64853546932175,0.9899557104078539
sharp__cahn_hilliard,reaction_diffusion,20,allpairs,0.4831017654642436,48.31017654642436,0.9632698062664065
sharp__fisher_kpp_2d,reaction_diffusion,20,single_l2,0.023641621026666382,2.364162102666638,1.0
sharp__fisher_kpp_2d,reaction_diffusion,20,uniform,0.02994902248631114,2.994902248631114,1.266792258133669
sharp__fisher_kpp_2d,reaction_diffusion,20,inverse_mse,0.025334288494655504,2.5334288494655506,1.0715969292494745
sharp__fisher_kpp_2d,reaction_diffusion,20,full,0.022910828998830627,2.2910828998830626,0.9690887512742268
sharp__fisher_kpp_2d,reaction_diffusion,20,allpairs,0.032156423135862394,3.2156423135862395,1.3601615176722361
sharp__phase_field_crystal_2d,reaction_diffusion,20,single_l2,0.8353961504111579,83.5396150411158,1.0
sharp__phase_field_crystal_2d,reaction_diffusion,20,uniform,0.8680656003538658,86.80656003538658,1.0391065363739453
sharp__phase_field_crystal_2d,reaction_diffusion,20,inverse_mse,0.8373088463577609,83.73088463577609,1.0022895675849854
sharp__phase_field_crystal_2d,reaction_diffusion,20,full,0.8282692067490682,82.82692067490683,0.9914687856071853
sharp__phase_field_crystal_2d,reaction_diffusion,20,allpairs,0.8950925641397319,89.50925641397319,1.07145880873307
sharp__shallow_water_2d,waves,20,single_l2,0.003760356088299374,0.3760356088299374,1.0
sharp__shallow_water_2d,waves,20,uniform,0.004539056621395726,0.4539056621395726,1.2070815940860857
sharp__shallow_water_2d,waves,20,inverse_mse,0.0036419227771061907,0.3641922777106191,0.9685047616735826
sharp__shallow_water_2d,waves,20,full,0.003584252950287827,0.35842529502878273,0.9531684941860945
sharp__shallow_water_2d,waves,20,allpairs,0.0036669248740744073,0.3666924874074407,0.9751536258718463
ext__wave_2d,waves,20,single_l2,0.05040843082835261,5.040843082835261,1.0
ext__wave_2d,waves,20,uniform,0.10901669138311958,10.901669138311957,2.1626678234507213
ext__wave_2d,waves,20,inverse_mse,0.044983975519911346,4.498397551991134,0.8923899193190072
ext__wave_2d,waves,20,full,0.04351482271799815,4.3514822717998145,0.8632449374623837
ext__wave_2d,waves,20,allpairs,0.06309276956976854,6.309276956976855,1.2516312952610604
