dataset,partition,model,kind,budget,n_eval,mean_rel_l2
sharp__phase_field_crystal_2d,71,mfrnp,baseline,,20,0.8784033331023118
sharp__phase_field_crystal_2d,71,fno_coregionalization,baseline,,20,0.980304265344657
sharp__phase_field_crystal_2d,71,mf_fno_transfer,baseline,,20,0.8518424275615528
sharp__phase_field_crystal_2d,71,mf_fno_transfer_bar,baseline,,20,0.8518424275615528
sharp__phase_field_crystal_2d,71,st_lf_affine_pod,baseline,,20,0.8211255937814712
sharp__phase_field_crystal_2d,71,st_knn,baseline,,20,0.8494733214378357
sharp__phase_field_crystal_2d,71,st_mean,baseline,,20,0.8703607320785522
sharp__phase_field_crystal_2d,71,selected_single,ensemble,5,20,0.8214934186423465
sharp__phase_field_crystal_2d,71,inverse_mse,ensemble,5,20,0.8279588227124297
sharp__phase_field_crystal_2d,71,full,ensemble,5,20,0.814140772983912
sharp__phase_field_crystal_2d,71,uniform,ensemble,5,20,0.8607317463678028
sharp__phase_field_crystal_2d,71,auto,ensemble,5,20,0.8279588227124297
sharp__phase_field_crystal_2d,71,selected_single,ensemble,10,20,0.8214934186423465
sharp__phase_field_crystal_2d,71,inverse_mse,ensemble,10,20,0.8277684437898541
sharp__phase_field_crystal_2d,71,full,ensemble,10,20,0.8137442436288627
sharp__phase_field_crystal_2d,71,uniform,ensemble,10,20,0.8607317463678028
sharp__phase_field_crystal_2d,71,auto,ensemble,10,20,0.8137442436288627
sharp__phase_field_crystal_2d,71,selected_single,ensemble,20,20,0.8214934186423465
sharp__phase_field_crystal_2d,71,inverse_mse,ensemble,20,20,0.8278534120181427
sharp__phase_field_crystal_2d,71,full,ensemble,20,20,0.8136866072136943
sharp__phase_field_crystal_2d,71,uniform,ensemble,20,20,0.8607317463678028
sharp__phase_field_crystal_2d,71,auto,ensemble,20,20,0.8136866072136943
sharp__phase_field_crystal_2d,172,mf_fno_transfer_film,individual,,20,0.9098067259908598
sharp__phase_field_crystal_2d,172,mf_fno_allpairs,individual,,20,0.8933063497566917
sharp__phase_field_crystal_2d,172,convnext_unet_film,individual,,20,1.1062992389605892
sharp__phase_field_crystal_2d,172,fno_fire_distcond,individual,,20,0.8326023152564028
sharp__phase_field_crystal_2d,172,wno_transfer_film,individual,,20,2.076955480098699
sharp__phase_field_crystal_2d,172,mf_deeponet,individual,,20,1.17602299510799
sharp__phase_field_crystal_2d,172,st_hf_pod_gp,individual,,20,0.8472500160901817
sharp__phase_field_crystal_2d,172,uqcorr_transolver_pred,individual,,20,0.8794177127139138
sharp__phase_field_crystal_2d,172,uqcorr_convnext_pred,individual,,20,0.8822283621618195
sharp__phase_field_crystal_2d,172,st_koh_pod,baseline,,20,0.8471801549196243
sharp__phase_field_crystal_2d,172,st_nargp_pod,baseline,,20,0.8782062500715255
sharp__phase_field_crystal_2d,172,st_mfdnn,baseline,,20,0.917533329129219
sharp__phase_field_crystal_2d,172,st_mfdeeponet,baseline,,20,0.8803503006696701
sharp__phase_field_crystal_2d,172,st_dmfal,baseline,,20,0.8874804884195328
sharp__phase_field_crystal_2d,172,nomad_mf,baseline,,20,1.4978564668543541
sharp__phase_field_crystal_2d,172,mfrnp,baseline,,20,0.9112297000216973
sharp__phase_field_crystal_2d,172,fno_coregionalization,baseline,,20,1.0401986612772007
sharp__phase_field_crystal_2d,172,mf_fno_transfer,baseline,,20,0.8574752754197437
sharp__phase_field_crystal_2d,172,mf_fno_transfer_bar,baseline,,20,0.8574752754197437
sharp__phase_field_crystal_2d,172,st_lf_affine_pod,baseline,,20,0.8471543520689011
sharp__phase_field_crystal_2d,172,st_knn,baseline,,20,0.877940657734871
sharp__phase_field_crystal_2d,172,st_mean,baseline,,20,0.8824955433607101
sharp__phase_field_crystal_2d,172,selected_single,ensemble,5,20,0.8472500160901817
sharp__phase_field_crystal_2d,172,inverse_mse,ensemble,5,20,0.8421223460700915
sharp__phase_field_crystal_2d,172,full,ensemble,5,20,0.8571743597508112
sharp__phase_field_crystal_2d,172,uniform,ensemble,5,20,0.8711327796840674
sharp__phase_field_crystal_2d,172,auto,ensemble,5,20,0.8571743597508112
sharp__phase_field_crystal_2d,172,selected_single,ensemble,10,20,0.8472500160901817
sharp__phase_field_crystal_2d,172,inverse_mse,ensemble,10,20,0.8407269352967542
sharp__phase_field_crystal_2d,172,full,ensemble,10,20,0.8410081556365018
sharp__phase_field_crystal_2d,172,uniform,ensemble,10,20,0.8711327796840674
sharp__phase_field_crystal_2d,172,auto,ensemble,10,20,0.8472500160901817
sharp__phase_field_crystal_2d,172,selected_single,ensemble,20,20,0.8472500160901817
sharp__phase_field_crystal_2d,172,inverse_mse,ensemble,20,20,0.841295017940959
sharp__phase_field_crystal_2d,172,full,ensemble,20,20,0.8392690025625866
sharp__phase_field_crystal_2d,172,uniform,ensemble,20,20,0.8711327796840674
sharp__phase_field_crystal_2d,172,auto,ensemble,20,20,0.8472500160901817
sharp__phase_field_crystal_2d,273,mf_fno_transfer_film,individual,,20,0.9033559253764716
sharp__phase_field_crystal_2d,273,mf_fno_allpairs,individual,,20,0.90852297277741
sharp__phase_field_crystal_2d,273,convnext_unet_film,individual,,20,1.1268266654002967
sharp__phase_field_crystal_2d,273,fno_fire_distcond,individual,,20,0.8510008638872865
sharp__phase_field_crystal_2d,273,wno_transfer_film,individual,,20,1.930815764807993
sharp__phase_field_crystal_2d,273,mf_deeponet,individual,,20,1.233037094244107
sharp__phase_field_crystal_2d,273,st_hf_pod_gp,individual,,20,0.837445016500945
sharp__phase_field_crystal_2d,273,uqcorr_transolver_pred,individual,,20,0.8294730609999409
sharp__phase_field_crystal_2d,273,uqcorr_convnext_pred,individual,,20,0.8323997943637711
sharp__phase_field_crystal_2d,273,st_koh_pod,baseline,,20,0.8371261924505233
sharp__phase_field_crystal_2d,273,st_nargp_pod,baseline,,20,0.8566069662570953
sharp__phase_field_crystal_2d,273,st_mfdnn,baseline,,20,0.9057421058416366
sharp__phase_field_crystal_2d,273,st_mfdeeponet,baseline,,20,0.8737908095121384
sharp__phase_field_crystal_2d,273,st_dmfal,baseline,,20,0.8781774073839188
sharp__phase_field_crystal_2d,273,nomad_mf,baseline,,20,1.581599952964538
sharp__phase_field_crystal_2d,273,mfrnp,baseline,,20,0.8929660645498657
sharp__phase_field_crystal_2d,273,fno_coregionalization,baseline,,20,1.0327452937988346
sharp__phase_field_crystal_2d,273,mf_fno_transfer,baseline,,20,0.8949232333748773
sharp__phase_field_crystal_2d,273,mf_fno_transfer_bar,baseline,,20,0.8949232333748773
sharp__phase_field_crystal_2d,273,st_lf_affine_pod,baseline,,20,0.8370970547199249
sharp__phase_field_crystal_2d,273,st_knn,baseline,,20,0.8734651505947113
sharp__phase_field_crystal_2d,273,st_mean,baseline,,20,0.8727430254220963
sharp__phase_field_crystal_2d,273,selected_single,ensemble,5,20,0.837445016500945
sharp__phase_field_crystal_2d,273,inverse_mse,ensemble,5,20,0.8425048081674676
sharp__phase_field_crystal_2d,273,full,ensemble,5,20,0.8277639305707287
sharp__phase_field_crystal_2d,273,uniform,ensemble,5,20,0.8723322750097273
sharp__phase_field_crystal_2d,273,auto,ensemble,5,20,0.8425048081674676
sharp__phase_field_crystal_2d,273,selected_single,ensemble,10,20,0.837445016500945
sharp__phase_field_crystal_2d,273,inverse_mse,ensemble,10,20,0.8428720766562918
sharp__phase_field_crystal_2d,273,full,ensemble,10,20,0.8382861724271107
sharp__phase_field_crystal_2d,273,uniform,ensemble,10,20,0.8723322750097273
sharp__phase_field_crystal_2d,273,auto,ensemble,10,20,0.8382861724271107
sharp__phase_field_crystal_2d,273,selected_single,ensemble,20,20,0.837445016500945
sharp__phase_field_crystal_2d,273,inverse_mse,ensemble,20,20,0.8427781091141814
sharp__phase_field_crystal_2d,273,full,ensemble,20,20,0.8318520104709236
sharp__phase_field_crystal_2d,273,uniform,ensemble,20,20,0.8723322750097273
sharp__phase_field_crystal_2d,273,auto,ensemble,20,20,0.8318520104709236
