epoch,train_mse,train_nrmse,train_rel_l2,val_mse,val_nrmse,val_rel_l2,lambda_prior,gate_temperature,entropy_reg,alpha_entropy,gamma,alpha_self_mean,alpha_lf1_mean,alpha_lf2_mean
1,0.48306357494305646,0.41664742418725637,0.43468772751824214,0.01266676301896138,0.10957021541097789,0.11795797958536056,0.991,2.99,0.0029850000000000002,1.0982871314472278,1.0339614152908325,0.33521422831165676,0.33204153817587906,0.33274423415963733
2,0.012816102563501634,0.10352241407258762,0.10881801176893077,0.009257612779320589,0.09263611707872557,0.09574545362910021,0.982,2.98,0.00297,1.0976439865870273,1.067399024963379,0.3509143662763341,0.32505845111045467,0.32402718364868827
3,0.007652068678512118,0.08191309523860743,0.08597629696098394,0.005180251807227586,0.07099691131016583,0.07808234220714245,0.973,2.97,0.002955,1.0964746279773443,1.0952962636947632,0.36112175003325125,0.32334318161657916,0.31553507067999287
4,0.004970099354803918,0.06526678642429953,0.06857242198998713,0.004366188108902967,0.0654569447257565,0.0693015299592782,0.964,2.96,0.00294,1.0965238114521636,1.1155495643615723,0.359905141249024,0.32753078479331943,0.31256407576974127
5,0.003763926610093762,0.05715788813483832,0.06044349549631472,0.003015565210094368,0.052807855012926085,0.05512053949884998,0.955,2.95,0.002925,1.095946181739451,1.1301277875900269,0.3628844816185105,0.32735765129165983,0.30975786754285084
6,0.0045632105765623585,0.06067835239452855,0.06378526922545914,0.0012240721753717047,0.034082106721488016,0.03729456587179193,0.946,2.94,0.0029100000000000003,1.0947150899325857,1.1444997787475586,0.36901852540291613,0.32458123095519636,0.3064002438036808
7,0.0032506260146709497,0.05301169807194499,0.05569539111952958,0.002995039934283394,0.05238130270928434,0.054222817306669016,0.9369999999999999,2.93,0.002895,1.093845294171643,1.1583592891693115,0.3727487792927331,0.32362639402463045,0.30362482671499513
8,0.0023525319065712596,0.04496055271933573,0.04751766923649174,0.002344383042106785,0.04770925304698713,0.05094276158844383,0.9279999999999999,2.92,0.00288,1.0928903796126608,1.1682969331741333,0.3747016662624579,0.32399852789056677,0.30129980646178983
9,0.002146828368035156,0.041946476024052735,0.04389198310066512,0.002544702662525753,0.04992143462583857,0.05293667287502474,0.919,2.91,0.002865,1.092070116929459,1.1810252666473389,0.3755998045173711,0.3255753839443095,0.298824811667754
10,0.0022442392289085387,0.04343593450228762,0.045645024813509405,0.002968869012671984,0.052459731553364725,0.05477988517400131,0.91,2.9,0.00285,1.091141390101529,1.1918113231658936,0.3772468306730935,0.32646021661100894,0.29629295271589756
11,0.002063374616125807,0.041707690295547925,0.04373213143596561,0.006576660318634681,0.07815959087563949,0.08866512287154939,0.901,2.89,0.002835,1.0896518885377435,1.2021273374557495,0.38010144913235394,0.32684006876070515,0.29305848107146387
