family,dataset,epochs,seed,n_pts,final_loss,improvement,converged
mfrnp,pm_test,2500,42,2500,0.17156,-0.1029,1
mfrnp,poisson_generated,2500,42,2500,0.1461,0.071,0
mfrnp,poisson_local,2500,42,2500,0.24988,0.0735,0
mfrnp,sharp__allen_cahn_1d,2500,42,2500,0.3256,-0.0054,1
mfrnp,sharp__allen_cahn_2d,2500,42,2500,0.49047,0.0361,1
mfrnp,sharp__burgers_1d,2500,42,2500,0.52003,0.0509,0
mfrnp,sharp__burgers_2d,2500,42,2500,0.3396,0.055,0
mfrnp,sharp__cahn_hilliard,2500,42,2500,0.55216,0.0795,0
mfrnp,sharp__euler,2500,42,2500,0.23457,-0.018,1
mfrnp,sharp__fisher_kpp_1d,2500,42,2500,0.99335,0.0004,1
mfrnp,sharp__fisher_kpp_2d,2500,42,2500,0.98202,0.0005,1
mfrnp,sharp__helmholtz_2d,2500,42,2500,0.78481,0.0566,0
mfrnp,sharp__kuramoto_sivashinsky_1d,2500,42,2500,0.87871,0.0451,1
mfrnp,sharp__kuramoto_sivashinsky_2d,2500,42,2500,0.78336,0.0401,1
mfrnp,sharp__nls_1d,2500,42,2500,0.41674,0.0542,0
mfrnp,sharp__phase_field_crystal_2d,2500,42,2500,0.98605,0.0002,1
mfrnp,sharp__porous_medium_1d,2500,42,2500,0.32294,0.0055,1
mfrnp,sharp__porous_medium_2d,2500,42,2500,0.38785,-0.1012,1
mfrnp,sharp__shallow_water_1d,2500,42,2500,0.59955,-0.0001,1
mfrnp,sharp__shallow_water_2d,2500,42,2500,0.19795,0.2036,0
mfrnp,sharp__sine_gordon_1d,2500,42,2500,0.38344,0.1204,0
mfrnp,sharp__sod_1d,2500,42,2500,0.032638,0.2374,0
transolver_residual,advection_diffusion_generated,2500,42,250,0.001629,0.5679,0
transolver_residual,allen_cahn_generated,2500,42,250,0.015677,-0.0123,1
transolver_residual,burgers_generated,2500,42,250,0.022305,0.0818,0
transolver_residual,burgers_param_generated,2500,42,250,0.077835,0.0198,1
transolver_residual,darcy_generated,2500,42,250,0.016027,0.0532,0
transolver_residual,era5,2500,42,0,,,
transolver_residual,ext__cahn_hilliard_2d,2500,42,250,0.3715,0.038,1
transolver_residual,ext__eikonal_2d,2500,42,250,0.044987,0.0006,1
transolver_residual,ext__gray_scott_2d,2500,42,250,0.69043,0.0019,1
transolver_residual,ext__helmholtz_2d,2500,42,109,0.60836,0.0199,1
transolver_residual,ext__kuramoto_sivashinsky_1d,2500,42,250,0.97287,0.0011,1
transolver_residual,ext__pressure_poisson_poiseuille,2500,42,250,0.0018432,0.1505,0
transolver_residual,ext__rayleigh_benard_2d,2500,42,250,0.00029925,0.2271,1
transolver_residual,ext__wave_2d,2500,42,250,0.086838,0.0677,0
transolver_residual,fluid,2500,42,250,0.022418,0.0259,1
transolver_residual,heat_generated,2500,42,250,0.00033598,0.3578,1
transolver_residual,heat_local,2500,42,250,0.00054526,0.3645,1
transolver_residual,ifc_heat,2500,42,250,0.22603,0.0065,1
transolver_residual,ifc_poisson,2500,42,250,0.42783,-0.0405,1
transolver_residual,lid_driven_cavity_generated,2500,42,250,0.89992,0.0094,1
transolver_residual,pm_test,2500,42,0,,,
transolver_residual,poisson_generated,2500,42,250,0.0096313,0.6524,0
transolver_residual,poisson_local,2500,42,250,0.066494,0.3406,0
transolver_residual,sharp__allen_cahn_1d,2500,42,250,0.2977,0.0,1
transolver_residual,sharp__allen_cahn_2d,2500,42,250,0.13159,0.0008,1
transolver_residual,sharp__burgers_1d,2500,42,250,0.00032533,0.669,1
transolver_residual,sharp__burgers_2d,2500,42,250,0.0062537,0.314,0
transolver_residual,sharp__cahn_hilliard,2500,42,250,0.28403,-0.0355,1
transolver_residual,sharp__euler,2500,42,250,0.016748,0.0356,1
transolver_residual,sharp__fisher_kpp_1d,2500,42,250,0.44367,-0.0237,1
transolver_residual,sharp__fisher_kpp_2d,2500,42,250,0.25478,-0.003,1
transolver_residual,sharp__helmholtz_2d,2500,42,250,0.92832,-0.0001,1
transolver_residual,sharp__kuramoto_sivashinsky_1d,2500,42,250,0.96865,0.0,1
transolver_residual,sharp__kuramoto_sivashinsky_2d,2500,42,250,0.91586,-0.0008,1
transolver_residual,sharp__nls_1d,2500,42,250,0.35335,0.0037,1
transolver_residual,sharp__phase_field_crystal_2d,2500,42,250,0.55399,-0.0038,1
transolver_residual,sharp__porous_medium_1d,2500,42,250,0.0010841,0.2565,0
transolver_residual,sharp__porous_medium_2d,2500,42,250,0.0025852,0.466,0
transolver_residual,sharp__shallow_water_1d,2500,42,250,0.074263,0.0004,1
transolver_residual,sharp__shallow_water_2d,2500,42,250,0.0069849,0.048,1
transolver_residual,sharp__sine_gordon_1d,2500,42,250,0.045797,0.0062,1
transolver_residual,sharp__sod_1d,2500,42,250,0.00034756,0.2445,1
