epoch,train_mse,train_nrmse,train_rel_l2,val_mse,val_nrmse,val_rel_l2,lambda_prior,gate_temperature,entropy_reg,alpha_entropy,gamma,alpha_self_mean,alpha_lf1_mean,alpha_lf2_mean,alpha_lf3_mean,alpha_lf4_mean
1,2.0526519726242936,1.3177357791808613,1.4597990052741872,0.9157863301890237,0.9009357520512172,1.0725982189178467,0.991,2.99,0.0029850000000000002,1.6089003713507402,1.0016028881072998,0.20881593122816922,0.19757727808073947,0.1983849505583445,0.19721432082485735,0.1980074631017551
2,1.1549444679628338,1.0220302008745963,1.1012837426704274,1.1165281619344438,1.0298991629055567,1.272839137486049,0.982,2.98,0.00297,1.5697512877614874,1.003800392150879,0.3038622580076519,0.1727994141871469,0.1752932275596418,0.172685777147611,0.17535929878552756
3,0.8961410334235743,0.8691492310741491,0.90121927386836,0.4326062266315733,0.6213871155466352,0.7403418251446315,0.973,2.97,0.002955,1.5596139849277966,1.0064789056777954,0.3301227212997905,0.16553754555551628,0.16868990529001804,0.16614169562072084,0.16950814425945282
4,0.3596598307291667,0.555277661273354,0.6014299058077628,0.3782494105398655,0.5454541104180473,0.6273486954825265,0.964,2.96,0.00294,1.5909062373010736,1.0094335079193115,0.27997171774245144,0.17854379091346473,0.1809591039230949,0.17870546171539708,0.18181993328688437
5,0.313665060359135,0.5120561169950586,0.5609332924349266,0.18112617305346898,0.405092003090041,0.4879646216120039,0.955,2.95,0.002925,1.5571842528226083,1.0118430852890015,0.3334994682094507,0.1645105039341408,0.16790195567566052,0.16510560690310963,0.16898246684618162
6,0.1369762336998655,0.3512910154827854,0.3829595791666131,0.09389386645385198,0.30012678035667967,0.37669611828667776,0.946,2.94,0.0029100000000000003,1.5356104206620602,1.0152263641357422,0.3651274547242282,0.15604170372611598,0.16028157294842235,0.15706661186720194,0.16148265699545541
7,0.12257234137832072,0.3337746097853309,0.37362355725807056,0.06653117415096078,0.2532797817673002,0.3183041661977768,0.9369999999999999,2.93,0.002895,1.5101667705335116,1.019219994544983,0.3940061398765497,0.14834558780778917,0.15336722396967703,0.1498306607990934,0.15445039565103097
8,0.06956005227147487,0.2512692275800203,0.2806362559398015,0.05749455839395523,0.23518660025937216,0.2963947483471462,0.9279999999999999,2.92,0.00288,1.4781755020743923,1.0244585275650024,0.4253173135874564,0.1403504134270183,0.14574188569135832,0.14198458822149979,0.1466057948898851
9,0.07226217812613438,0.2535059384086676,0.28092776735623676,0.14091511815786362,0.32898744515010286,0.37201465027672903,0.919,2.91,0.002865,1.44513247724165,1.031720519065857,0.4536868799151036,0.1331305111709394,0.13869663184149222,0.13492812791414427,0.13955786458232947
10,0.17274934720051915,0.386678658295096,0.42950182996298136,0.0822590637419905,0.27388120123318266,0.33119835598128183,0.91,2.9,0.00285,1.4479664271337944,1.0356396436691284,0.45141930538311337,0.1335531028739193,0.13937242721256457,0.13553116666643242,0.14012398792986283
