epoch,train_mse,train_nrmse,train_rel_l2,val_mse,val_nrmse,val_rel_l2,lambda_prior,gate_temperature,entropy_reg,alpha_entropy,gamma,alpha_self_mean,alpha_lf1_mean
1,0.6382869970110062,0.5075383569628615,0.5237434307248792,0.07929281973578398,0.26431394144169335,0.29020730876228185,0.991,2.99,0.0029850000000000002,0.6931137003158254,1.0262362957000732,0.49932580739745097,0.5006741970033263
2,0.05463592755233102,0.19895379415164163,0.20554781814351533,0.013237248608860577,0.10396121785912699,0.11508492695041073,0.982,2.98,0.00297,0.693139133378297,1.0406001806259155,0.4990440380560329,0.5009559646620942
3,0.014967670634866214,0.10963675103086602,0.11368279539283271,0.009520907099675206,0.0935860308049952,0.10105683799218206,0.973,2.97,0.002955,0.6931435105337252,1.0691663026809692,0.4994674040880317,0.5005325971415973
4,0.010304753873375903,0.09166854813727313,0.09442732544630021,0.007031858609356348,0.07692673909071002,0.08456576794602917,0.964,2.96,0.00294,0.6931450093866819,1.0911822319030762,0.4997962081277021,0.5002037923576778
5,0.007448488411601798,0.07557464154774927,0.0774934079728608,0.016878461038006595,0.10714992027259568,0.10362559495475686,0.955,2.95,0.002925,0.6931459639670406,1.10050368309021,0.5001079596085606,0.4998920405855914
6,0.00729380502445415,0.07350463868320053,0.07518418500529568,0.0034611541009282026,0.05664863332527355,0.060329204370963924,0.946,2.94,0.0029100000000000003,0.6931463904541297,1.1093838214874268,0.5000339512198548,0.49996604890957974
7,0.0049701147251656275,0.061506235339030636,0.06324534715192714,0.0033208096628212958,0.05218701155006307,0.05441270439514836,0.9369999999999999,2.93,0.002895,0.69314634204558,1.1158336400985718,0.5002451282111882,0.4997548770632728
8,0.0039707964081944136,0.05650422172813022,0.05819176957739293,0.0049039207990010025,0.05564233360504641,0.05440489692812406,0.9279999999999999,2.92,0.00288,0.6931462456167844,1.1273688077926636,0.5002176284013431,0.49978236981893076
9,0.003964047260753341,0.05447797200983303,0.055775259717506125,0.002598780753244691,0.04554682116485336,0.048303929709115075,0.919,2.91,0.002865,0.6931459315436671,1.137893795967102,0.500230735275049,0.49976926579278663
10,0.002803664101362552,0.04741707643601198,0.048869448484414046,0.002651071127332313,0.050091237173352426,0.05685464600191533,0.91,2.9,0.00285,0.6931457743453151,1.1444823741912842,0.5005156155129598,0.4994843839693018
11,0.0033594831937052367,0.05169433792982246,0.05336687064261442,0.004060403521294769,0.05556074707108794,0.05590487398134852,0.901,2.89,0.002835,0.693145306244994,1.1540701389312744,0.500643015943314,0.4993569832800783
12,0.003549266676721846,0.05170069133355227,0.05285810201907132,0.0040359472826539166,0.06235085268622463,0.0697261745706924,0.892,2.88,0.00282,0.693144292577729,1.1614186763763428,0.5007596146659147,0.4992403859812584
13,0.002862561527987483,0.04813421073487993,0.05015033763407625,0.0027507437247267555,0.049410661790990136,0.05640757512482046,0.883,2.87,0.002805,0.6931438456399692,1.1705386638641357,0.5007520560721233,0.49924794515750565
14,0.0025519927261836105,0.04519006880111467,0.046586640850599374,0.002432353568525569,0.045594102440817845,0.04762384865107467,0.874,2.86,0.00279,0.6931438303019661,1.1756274700164795,0.5009821956243111,0.49901780385795036
15,0.0026399801835624032,0.04494942996921938,0.04614729263559874,0.002538370999882848,0.048177034566992696,0.05140922507904108,0.865,2.85,0.002775,0.6931424553179456,1.1817810535430908,0.5010903684116988,0.4989096301645202
16,0.0023213868685689606,0.04128170724104722,0.042004566049116315,0.0013698200625706536,0.03454201798705221,0.03693918352132862,0.856,2.84,0.00276,0.6931427099805701,1.1879757642745972,0.5010250466395408,0.49897495581971707
17,0.001656859285343766,0.03635454103734898,0.03758362596338852,0.004078784873889922,0.05809123568164492,0.05987810231383565,0.847,2.83,0.002745,0.6931431831288415,1.1957927942276,0.501022737266963,0.4989772669396623
18,0.0029817859337075607,0.04646337080856099,0.047748204996156125,0.0010183729447234531,0.030404526053123104,0.03233336463787602,0.838,2.82,0.0027300000000000002,0.6931419936893558,1.204275369644165,0.5011491610483548,0.49885083917815576
19,0.0020170131706214035,0.03854354661884318,0.03987548804875306,0.0013043006827819694,0.035525158083843954,0.038869889290298075,0.829,2.81,0.002715,0.6931405586476693,1.2079416513442993,0.5013236632564557,0.4986763357080673
