epoch,train_mse,train_nrmse,train_rel_l2,val_mse,val_nrmse,val_rel_l2,lambda_prior,gate_temperature,entropy_reg,alpha_entropy,gamma,alpha_self_mean,alpha_lf1_mean,alpha_lf2_mean,alpha_lf3_mean,alpha_lf4_mean
1,0.815253437147855,0.4625935120817504,0.48254074553486836,0.010860372257861987,0.10069595573885927,0.1107524967237005,0.991,2.99,0.0029850000000000002,1.5928225574224184,1.0575448274612427,0.26801574573195847,0.18465772706380237,0.18313994790133126,0.1825451438156453,0.1816414358432078
2,0.013895772724643948,0.10869640471913268,0.11432212874309507,0.004592040840771447,0.06540987712955013,0.06838516189346036,0.982,2.98,0.00297,1.5716808750885705,1.0902857780456543,0.31561472277429026,0.17564796848095202,0.17094111031610984,0.16923953477904022,0.16855666277592396
3,0.0065426663591664986,0.07566638475326451,0.07957054880102864,0.021271957798851927,0.14504408894233334,0.1563167747797318,0.973,2.97,0.002955,1.5643597186323615,1.1107312440872192,0.32717308770950143,0.169753624743152,0.16787857208785223,0.16781933532863952,0.1673753792086331
4,0.004497137425536134,0.06146500840475712,0.06435202004693359,0.003086290569768007,0.05281907560538898,0.05361741571461113,0.964,2.96,0.00294,1.5558389852411971,1.1232701539993286,0.3390262808719494,0.16520190756691136,0.16596144533247953,0.16620191015974578,0.16360845540556146
5,0.003311889369473525,0.05224940311831061,0.05420502771124907,0.00148371741733993,0.03634150416671651,0.03668979226240834,0.955,2.95,0.002925,1.5541557564150368,1.1355793476104736,0.34090820902980756,0.16248311233442847,0.16715419518960545,0.16860828518738058,0.16084619798372934
6,0.0035745643299724197,0.05507576921459259,0.05751497359960527,0.0037864987575675097,0.06066127461426466,0.06586513733400882,0.946,2.94,0.0029100000000000003,1.5497982245703086,1.145151138305664,0.34653402445888415,0.1604954290985414,0.16590658953083715,0.1690343733266174,0.15802958400578246
7,0.003563222291183645,0.05406780573706285,0.05660419583110286,0.0014455018300016057,0.03594577958065908,0.039252053548410104,0.9369999999999999,2.93,0.002895,1.5470720015700814,1.1538238525390625,0.3496661864455696,0.16321065306792948,0.1648381094849718,0.16740021070750608,0.15488484192813518
8,0.0026831607390943426,0.048306669477660547,0.05051903304493259,0.0014857867013807725,0.037951808513223544,0.039983172277079045,0.9279999999999999,2.92,0.00288,1.5442668955437393,1.1625338792800903,0.35287202488586517,0.16014415546685426,0.1638106250413466,0.16816345274642547,0.15500974032247236
9,0.002021566441954578,0.041848296918436056,0.0439831195126139,0.00648552784244123,0.07722530618888661,0.07847997593214211,0.919,2.91,0.002865,1.5438818439728015,1.1697090864181519,0.3529703740706014,0.15706395601346101,0.16278486031468606,0.1690042717513769,0.15817653772044002
10,0.002303870059736882,0.0445493355506665,0.04637993415908627,0.0013870272731173385,0.03646115361920838,0.03863362808829372,0.91,2.9,0.00285,1.5452581911987902,1.1768901348114014,0.3509023315096264,0.15856187105437702,0.16441373705022627,0.1671987544182975,0.15892330501289242
11,0.001423884448863315,0.0351182950415874,0.03684163086286197,0.000857994382809938,0.02757630558702552,0.028160189395969353,0.901,2.89,0.002835,1.5436920821990303,1.1829650402069092,0.35240553168986444,0.15972359575549633,0.1649309382182379,0.1657096781928687,0.15723025698485774
12,0.0014891765775218663,0.035694149060904914,0.03762756245985352,0.001596252746468645,0.03836256764756823,0.039160884699775175,0.892,2.88,0.00282,1.5417811329538218,1.1882810592651367,0.35417228629741815,0.16101489147327105,0.1647796313744544,0.16536224865628635,0.15467094299135717
13,0.0013108766164623574,0.03388394580407717,0.03563424065126658,0.002919962035166552,0.05371471819947067,0.056916011262287215,0.883,2.87,0.002805,1.5413787517692574,1.1936794519424438,0.35422992842205187,0.16221204154136773,0.165291953617535,0.16469951221531298,0.15356656499651952
